FIPS,HomePriceGrowth19to20,TotalDeathsPercentPopulation,UrbanDummy,TotalDeathsPercentPopulation X UrbanDummy,HomePriceGrowth18to19,ClintonVoteShare,JanAvgTemperature
28163,-0.057,0.002,1,0.002,0.035,0.533,51.2 
29001,0.035,0.000,1,0.000,0.034,0.342,28.5 
29003,0.033,0.001,0,0.000,0.046,0.224,29.2 
29005,-0.042,0.001,0,0.000,0.024,0.199,28.0 
29007,0.033,0.002,0,0.000,0.055,0.255,31.9 
29009,0.052,0.001,0,0.000,0.048,0.186,38.6 
29011,-0.036,0.001,0,0.000,0.051,0.134,36.9 
29013,0.041,0.001,1,0.001,0.049,0.202,35.6 
29015,0.028,0.001,0,0.000,0.046,0.217,35.3 
29017,0.006,0.001,0,0.000,0.088,0.124,37.7 
29019,0.062,0.000,0,0.000,0.040,0.490,32.8 
29021,0.053,0.001,0,0.000,0.058,0.337,30.2 
29023,0.011,0.001,0,0.000,0.028,0.176,39.8 
29025,0.070,0.001,1,0.001,0.078,0.194,29.7 
29027,0.030,0.001,0,0.000,0.071,0.260,33.5 
29029,0.113,0.002,0,0.000,0.071,0.212,36.5 
29031,0.022,0.001,0,0.000,0.020,0.229,38.4 
29033,-0.006,0.002,0,0.000,0.042,0.171,31.0 
29037,0.092,0.001,1,0.001,0.029,0.291,33.8 
29039,0.006,0.001,1,0.001,0.046,0.161,37.0 
29041,0.081,0.000,0,0.000,0.076,0.224,31.3 
29043,0.121,0.001,1,0.001,0.073,0.205,37.4 
29047,0.086,0.001,1,0.001,0.040,0.411,31.1 
29049,0.056,0.003,1,0.003,0.061,0.252,29.7 
29051,0.095,0.001,0,0.000,0.017,0.292,35.1 
29053,0.046,0.001,0,0.000,0.033,0.242,33.2 
29055,-0.020,0.001,1,0.001,0.036,0.188,35.4 
29057,0.040,0.002,0,0.000,0.098,0.161,37.4 
29059,0.047,0.001,1,0.001,0.061,0.171,36.6 
29061,0.052,0.001,0,0.000,0.047,0.203,28.6 
29063,0.053,0.002,0,0.000,0.052,0.179,28.8 
29065,0.047,0.001,0,0.000,0.043,0.144,35.9 
29067,0.023,0.002,0,0.000,0.036,0.148,37.9 
29069,0.013,0.001,0,0.000,0.019,0.223,41.8 
29071,0.115,0.001,1,0.001,0.033,0.246,35.0 
29073,0.010,0.002,0,0.000,0.046,0.204,34.8 
29075,0.101,0.003,0,0.000,0.082,0.199,28.3 
29077,0.114,0.001,1,0.001,0.068,0.331,37.0 
29079,0.049,0.003,0,0.000,0.053,0.181,28.6 
29081,0.035,0.002,0,0.000,0.042,0.156,27.8 
29085,0.090,0.001,0,0.000,-0.022,0.215,36.1 
29089,0.042,0.000,0,0.000,0.049,0.264,32.4 
29091,0.034,0.001,0,0.000,0.035,0.165,38.8 
29093,-0.026,0.000,0,0.000,0.004,0.219,35.9 
29095,0.131,0.000,1,0.000,0.040,0.411,32.5 
29097,0.020,0.002,0,0.000,0.120,0.219,38.4 
29099,0.061,0.001,1,0.001,0.050,0.297,36.1 
29101,0.014,0.001,0,0.000,0.046,0.281,34.1 
29105,0.018,0.002,0,0.000,0.050,0.159,36.8 
29107,0.061,0.001,1,0.001,0.062,0.255,32.5 
29109,0.054,0.002,0,0.000,0.014,0.174,37.5 
29111,0.047,0.000,0,0.000,0.070,0.210,29.2 
29113,0.088,0.000,1,0.000,0.022,0.223,33.2 
29115,0.004,0.001,0,0.000,0.059,0.222,29.4 
29117,0.032,0.002,0,0.000,0.033,0.197,29.3 
29119,0.034,0.001,1,0.001,-0.005,0.161,40.0 
29121,0.038,0.001,0,0.000,0.052,0.203,30.6 
29123,-0.013,0.001,0,0.000,0.066,0.189,36.3 
29125,0.047,0.001,0,0.000,0.033,0.176,36.0 
29127,0.014,0.001,0,0.000,0.050,0.231,30.8 
29129,0.131,0.001,0,0.000,0.060,0.124,27.2 
29131,0.056,0.002,0,0.000,0.047,0.153,36.2 
29133,-0.059,0.002,0,0.000,0.011,0.282,40.5 
29135,0.036,0.002,0,0.000,0.046,0.181,34.1 
29137,0.067,0.001,0,0.000,0.046,0.205,31.5 
29139,0.169,0.001,0,0.000,0.001,0.206,33.0 
29143,0.017,0.003,1,0.003,0.011,0.263,41.0 
29145,0.058,0.001,0,0.000,0.054,0.188,39.5 
29147,0.031,0.001,1,0.001,0.047,0.267,28.2 
29149,0.109,0.000,0,0.000,0.087,0.185,40.0 
29151,0.034,0.001,0,0.000,0.032,0.141,35.3 
29153,0.071,0.001,0,0.000,0.003,0.161,38.8 
29155,0.011,0.002,0,0.000,0.008,0.323,42.4 
29157,0.031,0.001,0,0.000,0.057,0.174,36.8 
29159,0.092,0.002,0,0.000,0.071,0.239,33.4 
29161,0.040,0.003,0,0.000,0.040,0.257,36.2 
29163,-0.013,0.001,0,0.000,0.048,0.245,32.0 
29165,0.074,0.000,1,0.000,0.036,0.410,31.4 
29167,0.040,0.001,1,0.001,0.073,0.191,36.8 
29169,-0.045,0.001,0,0.000,0.025,0.217,36.5 
29173,0.019,0.001,0,0.000,0.034,0.216,31.9 
29175,0.043,0.001,0,0.000,0.038,0.221,31.6 
29177,0.070,0.001,1,0.001,0.070,0.284,31.1 
29179,0.037,0.000,0,0.000,0.030,0.178,36.9 
29183,0.083,0.001,1,0.001,0.038,0.341,34.8 
29185,0.048,0.001,0,0.000,0.048,0.202,36.0 
29187,0.004,0.001,0,0.000,0.053,0.253,35.8 
29189,0.099,0.002,1,0.002,0.028,0.557,35.4 
29195,0.100,0.001,0,0.000,0.008,0.301,32.4 
29201,0.012,0.002,0,0.000,0.022,0.207,39.8 
29203,0.040,0.001,0,0.000,0.047,0.199,38.0 
29205,0.020,0.001,0,0.000,0.042,0.186,29.8 
29207,0.061,0.001,0,0.000,0.073,0.141,39.6 
29209,0.045,0.001,0,0.000,0.038,0.174,38.3 
29211,-0.025,0.002,0,0.000,0.004,0.212,27.7 
29213,0.087,0.001,0,0.000,0.065,0.186,38.9 
29215,0.021,0.001,0,0.000,0.040,0.158,36.7 
29217,-0.015,0.002,0,0.000,0.033,0.199,36.1 
29219,0.060,0.000,1,0.000,0.025,0.248,34.0 
29221,0.051,0.002,0,0.000,0.050,0.207,35.5 
29225,0.042,0.001,1,0.001,0.042,0.190,36.7 
29229,0.053,0.001,0,0.000,0.027,0.144,36.8 
29510,0.133,0.001,1,0.001,0.023,0.795,35.5 
30001,0.067,0.001,0,0.000,0.057,0.236,21.9 
30007,0.063,0.001,0,0.000,0.081,0.183,28.3 
30009,0.053,0.001,0,0.000,-0.017,0.305,28.1 
30013,0.082,0.002,0,0.000,0.033,0.352,25.8 
30015,0.030,0.001,1,0.001,0.072,0.281,22.6 
30017,0.035,0.001,0,0.000,0.084,0.227,23.4 
30021,0.007,0.003,0,0.000,-0.011,0.180,20.0 
30023,0.054,0.001,0,0.000,0.059,0.489,24.2 
30027,0.070,0.002,0,0.000,0.043,0.206,24.6 
30029,0.116,0.001,0,0.000,0.068,0.285,27.0 
30031,0.162,0.000,0,0.000,0.076,0.451,26.0 
30035,0.048,0.002,0,0.000,0.016,0.615,22.7 
30039,0.088,0.001,0,0.000,0.053,0.266,25.6 
30041,0.019,0.002,0,0.000,0.077,0.368,17.2 
30043,0.065,0.001,0,0.000,0.056,0.298,26.8 
30045,0.038,0.000,0,0.000,0.030,0.195,25.8 
30047,0.057,0.001,0,0.000,0.055,0.362,29.4 
30049,0.072,0.001,0,0.000,0.064,0.420,26.6 
30053,0.083,0.001,0,0.000,0.063,0.219,28.1 
30057,0.063,0.001,0,0.000,0.085,0.247,24.5 
30059,0.141,0.004,1,0.004,0.051,0.198,25.5 
30061,0.070,0.000,0,0.000,0.053,0.258,28.0 
30063,0.135,0.001,0,0.000,0.053,0.533,27.6 
30067,0.073,0.000,1,0.000,0.078,0.384,24.8 
30073,0.054,0.001,0,0.000,0.046,0.271,22.5 
30077,0.077,0.001,0,0.000,0.083,0.197,25.5 
30081,0.038,0.001,0,0.000,0.054,0.276,26.5 
30089,0.065,0.001,0,0.000,0.032,0.205,29.1 
30093,0.058,0.002,0,0.000,0.050,0.524,25.9 
30095,0.055,0.001,1,0.001,0.081,0.186,28.1 
30097,0.081,0.002,1,0.002,0.082,0.191,28.5 
30099,0.092,0.001,0,0.000,0.062,0.253,24.9 
30105,0.049,0.001,0,0.000,0.051,0.228,14.9 
30111,0.094,0.001,0,0.000,0.020,0.321,27.0 
31001,0.031,0.001,0,0.000,0.049,0.244,27.5 
31003,0.155,0.001,0,0.000,0.098,0.117,22.9 
31013,0.042,0.001,0,0.000,0.062,0.196,29.5 
31019,0.031,0.001,0,0.000,0.052,0.225,27.0 
31021,0.044,0.002,0,0.000,0.061,0.261,23.7 
31023,0.060,0.001,0,0.000,0.055,0.174,24.6 
31025,0.035,0.001,1,0.001,0.039,0.269,26.4 
31027,0.057,0.001,0,0.000,0.045,0.129,21.8 
31033,-0.014,0.002,0,0.000,-0.088,0.151,31.7 
31035,0.058,0.002,0,0.000,0.081,0.156,27.4 
31037,0.032,0.002,0,0.000,0.056,0.267,24.2 
31039,0.024,0.001,0,0.000,0.046,0.176,23.2 
31041,0.008,0.002,0,0.000,0.101,0.113,26.7 
31043,0.027,0.003,0,0.000,0.051,0.369,22.0 
31045,0.025,0.002,0,0.000,0.047,0.218,29.6 
31047,0.028,0.001,0,0.000,0.046,0.247,28.5 
31051,0.066,0.001,0,0.000,0.022,0.200,21.4 
31053,0.040,0.001,0,0.000,0.051,0.293,24.5 
31055,0.083,0.001,1,0.001,0.053,0.473,25.8 
31059,0.082,0.002,0,0.000,0.078,0.208,26.5 
31063,0.016,0.000,0,0.000,0.039,0.121,30.6 
31067,0.024,0.001,0,0.000,0.038,0.292,26.7 
31079,0.032,0.002,0,0.000,0.051,0.285,26.8 
31081,0.028,0.002,0,0.000,0.038,0.175,26.9 
31093,0.045,0.002,0,0.000,0.085,0.182,25.7 
31095,0.020,0.000,0,0.000,0.042,0.240,26.6 
31097,0.029,0.001,0,0.000,0.041,0.270,27.1 
31099,0.010,0.001,0,0.000,0.056,0.167,28.0 
31101,0.036,0.001,0,0.000,0.066,0.142,30.9 
31107,0.126,0.001,0,0.000,0.071,0.175,22.0 
31109,0.093,0.000,1,0.000,0.034,0.454,26.4 
31111,0.019,0.001,0,0.000,0.039,0.181,29.7 
31119,0.033,0.001,0,0.000,0.050,0.189,23.5 
31121,0.042,0.002,0,0.000,0.062,0.159,25.9 
31123,0.048,0.003,1,0.003,0.033,0.129,30.8 
31127,0.031,0.002,0,0.000,0.017,0.248,27.8 
31129,0.134,0.000,0,0.000,0.038,0.160,28.5 
31131,0.030,0.000,0,0.000,0.045,0.272,26.8 
31133,0.049,0.000,0,0.000,0.037,0.210,27.7 
31137,0.016,0.001,0,0.000,0.056,0.122,28.5 
31139,0.037,0.003,0,0.000,0.074,0.105,22.7 
31141,0.040,0.001,0,0.000,0.059,0.183,24.1 
31143,0.068,0.002,0,0.000,0.045,0.160,25.2 
31145,0.051,0.001,0,0.000,0.045,0.125,31.5 
31151,0.042,0.000,0,0.000,0.062,0.337,26.0 
31153,0.083,0.001,1,0.001,0.041,0.348,26.1 
31155,0.035,0.001,1,0.001,0.062,0.232,25.6 
31157,0.018,0.002,0,0.000,0.037,0.224,32.2 
31159,0.035,0.001,1,0.001,0.047,0.237,25.4 
31167,0.055,0.002,0,0.000,0.039,0.149,23.6 
31173,0.012,0.001,0,0.000,0.046,0.440,22.6 
31177,0.032,0.001,1,0.001,0.043,0.242,25.0 
31179,0.037,0.001,0,0.000,0.047,0.221,22.7 
31181,0.024,0.001,0,0.000,0.038,0.179,28.3 
31185,0.042,0.001,0,0.000,0.031,0.186,25.8 
32001,0.041,0.002,0,0.000,0.042,0.202,37.3 
32003,0.076,0.002,1,0.002,0.012,0.524,46.4 
32005,0.087,0.001,0,0.000,0.023,0.303,36.0 
32007,0.007,0.001,0,0.000,0.000,0.183,29.5 
32011,-0.014,0.000,0,0.000,-0.018,0.087,31.9 
32013,0.003,0.001,0,0.000,-0.002,0.215,33.9 
32015,0.017,0.001,1,0.001,-0.005,0.167,34.1 
32017,0.043,0.000,0,0.000,0.027,0.134,38.4 
32019,0.061,0.001,0,0.000,0.055,0.259,37.2 
32021,0.010,0.001,0,0.000,0.034,0.319,36.5 
32023,0.065,0.002,0,0.000,0.051,0.260,36.1 
32027,0.049,0.003,0,0.000,0.039,0.217,36.6 
32029,0.042,0.000,1,0.000,0.043,0.294,37.2 
32031,0.109,0.001,1,0.001,0.020,0.464,34.9 
32033,0.058,0.001,0,0.000,0.024,0.187,30.4 
32510,0.095,0.002,0,0.000,0.049,0.384,37.0 
33001,0.122,0.001,0,0.000,0.047,0.386,26.0 
33003,0.099,0.000,0,0.000,0.046,0.439,24.6 
33005,0.069,0.000,0,0.000,0.044,0.527,27.5 
33007,0.058,0.001,0,0.000,0.041,0.420,20.7 
33009,0.093,0.000,0,0.000,0.045,0.557,23.2 
33011,0.127,0.001,1,0.001,0.043,0.465,29.2 
33013,0.118,0.001,0,0.000,0.030,0.481,26.9 
33015,0.116,0.001,1,0.001,0.020,0.441,30.0 
33017,0.103,0.001,1,0.001,0.049,0.506,27.7 
33019,0.061,0.000,1,0.000,0.040,0.450,25.7 
34001,0.151,0.002,1,0.002,0.048,0.519,39.2 
34003,0.076,0.003,1,0.003,-0.004,0.551,36.4 
34005,0.103,0.002,1,0.002,0.024,0.556,39.0 
34007,0.131,0.002,1,0.002,0.037,0.647,39.1 
34009,0.129,0.002,0,0.000,0.026,0.385,39.8 
34011,0.161,0.002,0,0.000,-0.019,0.514,38.9 
34013,0.109,0.003,1,0.003,0.013,0.775,36.9 
34015,0.104,0.002,1,0.002,0.028,0.479,38.8 
34017,0.057,0.003,1,0.003,0.029,0.747,38.7 
34019,0.052,0.001,1,0.001,0.013,0.408,35.3 
34021,0.077,0.002,1,0.002,0.028,0.669,37.9 
34023,0.071,0.002,1,0.002,0.012,0.592,38.1 
34025,0.121,0.002,1,0.002,0.003,0.436,38.3 
34027,0.059,0.002,1,0.002,-0.010,0.460,34.0 
34029,0.108,0.003,1,0.003,0.000,0.318,38.8 
34031,0.092,0.003,1,0.003,0.021,0.599,34.1 
34033,0.177,0.002,1,0.002,-0.083,0.404,38.8 
34035,0.070,0.002,1,0.002,-0.007,0.545,36.5 
34037,0.086,0.002,1,0.002,0.053,0.327,32.2 
34039,0.097,0.003,1,0.003,0.029,0.664,37.6 
34041,0.125,0.002,1,0.002,0.008,0.351,33.4 
35001,0.116,0.001,1,0.001,0.062,0.522,35.3 
35005,0.069,0.002,0,0.000,0.051,0.273,43.9 
35006,0.024,0.004,0,0.000,0.037,0.464,31.4 
35007,0.049,0.004,0,0.000,0.041,0.399,30.7 
35009,0.051,0.001,0,0.000,0.046,0.233,40.1 
35013,0.104,0.002,1,0.002,-0.006,0.537,44.0 
35017,0.056,0.001,0,0.000,0.068,0.490,41.1 
35019,0.010,0.002,0,0.000,0.044,0.531,39.4 
35025,0.054,0.002,0,0.000,0.058,0.222,44.4 
35027,0.089,0.001,0,0.000,-0.036,0.262,39.3 
35028,0.055,0.000,0,0.000,0.074,0.511,28.6 
35029,0.058,0.003,0,0.000,0.047,0.438,43.6 
35031,0.061,0.006,0,0.000,0.055,0.626,30.9 
35035,0.030,0.001,0,0.000,0.095,0.305,41.6 
35037,0.038,0.001,0,0.000,0.063,0.285,40.0 
35039,0.039,0.001,0,0.000,0.033,0.645,26.4 
35041,0.034,0.002,0,0.000,0.052,0.244,41.3 
35043,0.130,0.001,1,0.001,0.057,0.449,30.8 
35045,0.067,0.003,0,0.000,0.043,0.279,31.5 
35047,0.065,0.000,0,0.000,0.009,0.678,36.6 
35049,0.058,0.001,0,0.000,0.091,0.711,31.7 
35051,0.045,0.004,0,0.000,0.039,0.311,41.1 
35053,0.131,0.003,0,0.000,0.015,0.482,36.8 
35055,0.104,0.001,0,0.000,0.075,0.699,24.5 
35057,0.071,0.001,1,0.001,0.021,0.282,35.2 
35061,0.087,0.001,1,0.001,0.032,0.393,36.7 
36001,0.063,0.001,1,0.001,0.016,0.594,29.8 
36003,0.031,0.002,0,0.000,0.044,0.261,28.4 
36007,0.108,0.002,1,0.002,-0.013,0.456,28.8 
36009,0.030,0.001,0,0.000,0.040,0.305,28.4 
36011,0.061,0.001,0,0.000,0.043,0.408,28.8 
36013,0.105,0.001,1,0.001,0.087,0.352,29.9 
36015,0.051,0.001,1,0.001,0.009,0.381,30.0 
36017,0.033,0.001,1,0.001,0.039,0.336,27.8 
36019,0.035,0.000,1,0.000,0.049,0.469,22.6 
36021,0.067,0.002,0,0.000,0.021,0.495,30.9 
36023,0.022,0.001,0,0.000,0.039,0.433,27.1 
36025,0.030,0.001,0,0.000,0.029,0.335,27.5 
36027,0.112,0.001,1,0.001,0.050,0.476,32.0 
36029,0.113,0.002,1,0.002,0.050,0.509,30.9 
36031,0.029,0.001,0,0.000,0.041,0.451,22.4 
36033,0.022,0.000,0,0.000,0.049,0.430,21.9 
36035,0.044,0.001,0,0.000,0.038,0.306,26.0 
36037,0.059,0.002,0,0.000,0.051,0.289,29.7 
36039,0.055,0.001,0,0.000,0.032,0.336,28.7 
36041,0.027,0.000,0,0.000,0.039,0.294,22.4 
36043,0.020,0.002,1,0.002,0.049,0.308,23.9 
36045,0.060,0.000,0,0.000,0.003,0.361,26.2 
36049,0.021,0.001,0,0.000,0.034,0.278,23.8 
36051,0.069,0.001,1,0.001,0.063,0.356,30.5 
36053,0.046,0.001,1,0.001,0.017,0.388,26.8 
36055,0.116,0.001,1,0.001,0.047,0.542,30.5 
36057,0.041,0.002,0,0.000,0.038,0.346,27.8 
36059,0.064,0.002,1,0.002,0.004,0.512,38.2 
36061,-0.028,0.003,1,0.003,-0.057,0.866,38.8 
36063,0.090,0.001,1,0.001,0.070,0.385,31.3 
36065,0.059,0.002,1,0.002,0.048,0.371,26.5 
36067,0.126,0.001,1,0.001,0.037,0.539,28.6 
36069,0.059,0.001,1,0.001,0.035,0.425,29.9 
36071,0.079,0.002,1,0.002,0.049,0.449,32.2 
36073,0.026,0.002,1,0.002,0.052,0.273,29.9 
36075,0.015,0.001,1,0.001,0.052,0.355,27.9 
36077,0.027,0.001,1,0.001,0.040,0.407,26.7 
36079,0.053,0.001,1,0.001,0.026,0.399,32.8 
36083,0.104,0.001,1,0.001,0.019,0.457,29.6 
36087,0.057,0.003,1,0.003,-0.010,0.513,34.6 
36089,0.058,0.001,0,0.000,0.057,0.421,23.6 
36091,0.110,0.001,1,0.001,-0.002,0.446,27.7 
36093,0.084,0.001,1,0.001,0.031,0.502,29.1 
36095,0.025,0.000,1,0.000,0.030,0.302,27.0 
36097,0.034,0.001,0,0.000,0.042,0.352,29.3 
36099,0.035,0.001,0,0.000,0.055,0.408,30.0 
36101,0.032,0.001,0,0.000,0.028,0.298,29.2 
36103,0.111,0.002,1,0.002,0.015,0.446,36.8 
36105,0.159,0.001,0,0.000,-0.039,0.420,29.4 
36107,0.028,0.001,1,0.001,0.038,0.338,29.2 
36109,0.063,0.000,0,0.000,-0.013,0.677,28.6 
36111,0.138,0.001,0,0.000,0.047,0.517,30.3 
36113,0.046,0.001,0,0.000,0.020,0.417,24.5 
36115,0.027,0.001,0,0.000,0.038,0.371,26.9 
36117,0.036,0.001,1,0.001,0.053,0.339,29.4 
36119,0.061,0.002,1,0.002,0.002,0.649,35.2 
36121,0.035,0.001,0,0.000,0.049,0.226,28.8 
36123,0.027,0.001,1,0.001,0.051,0.364,29.9 
37001,0.064,0.001,0,0.000,0.067,0.419,44.7 
37003,0.042,0.002,1,0.002,0.037,0.206,43.6 
37005,0.031,0.000,0,0.000,0.029,0.246,38.1 
37007,0.050,0.002,1,0.002,0.035,0.556,48.0 
37009,0.045,0.001,0,0.000,0.025,0.261,37.1 
37011,0.062,0.001,0,0.000,0.028,0.205,36.1 
37013,0.040,0.002,0,0.000,0.031,0.366,50.1 
37015,0.043,0.002,0,0.000,0.017,0.618,47.8 
37017,0.032,0.001,0,0.000,0.018,0.444,50.1 
37019,0.066,0.001,1,0.001,0.021,0.341,51.9 
37021,0.090,0.001,1,0.001,0.030,0.543,40.0 
37025,0.105,0.001,1,0.001,0.074,0.381,46.3 
37027,0.068,0.001,1,0.001,0.047,0.232,42.6 
37029,0.022,0.000,0,0.000,0.025,0.254,48.0 
37031,0.065,0.000,1,0.000,0.037,0.263,52.6 
37033,0.040,0.001,0,0.000,0.022,0.433,43.1 
37035,0.087,0.002,1,0.002,0.078,0.293,44.1 
37037,0.040,0.001,1,0.001,0.042,0.529,46.2 
37039,0.057,0.001,0,0.000,0.040,0.202,41.3 
37041,0.041,0.002,1,0.002,0.033,0.414,48.4 
37043,0.065,0.001,0,0.000,0.035,0.227,41.1 
37045,0.098,0.002,0,0.000,0.044,0.335,44.6 
37047,-0.001,0.002,0,0.000,0.029,0.382,51.0 
37049,0.060,0.001,0,0.000,0.056,0.375,50.6 
37051,0.102,0.001,1,0.001,0.032,0.562,49.3 
37053,0.041,0.001,1,0.001,0.026,0.230,48.3 
37055,0.078,0.000,0,0.000,0.028,0.368,50.4 
37057,0.110,0.001,1,0.001,0.072,0.242,44.4 
37059,0.035,0.001,1,0.001,0.040,0.242,44.1 
37061,0.040,0.002,0,0.000,0.026,0.397,49.3 
37063,0.074,0.001,1,0.001,0.050,0.777,45.0 
37065,0.021,0.002,0,0.000,0.021,0.652,47.1 
37067,0.108,0.001,1,0.001,0.068,0.530,43.4 
37069,0.042,0.001,1,0.001,0.064,0.424,45.7 
37071,0.112,0.002,1,0.002,0.064,0.323,46.0 
37073,0.017,0.001,1,0.001,0.042,0.442,46.6 
37075,0.011,0.001,0,0.000,0.041,0.184,39.7 
37077,0.071,0.001,0,0.000,0.049,0.472,43.9 
37079,0.045,0.002,0,0.000,0.022,0.445,48.6 
37081,0.122,0.001,1,0.001,0.063,0.580,44.0 
37083,0.042,0.002,0,0.000,0.014,0.626,45.7 
37085,0.089,0.001,0,0.000,0.091,0.363,48.1 
37087,0.113,0.001,1,0.001,0.066,0.341,37.4 
37089,0.088,0.001,1,0.001,0.036,0.341,41.1 
37091,0.023,0.002,0,0.000,0.024,0.678,46.3 
37093,0.009,0.001,1,0.001,0.026,0.534,49.0 
37095,0.075,0.001,1,0.001,0.020,0.419,51.0 
37097,0.102,0.001,1,0.001,0.036,0.300,44.4 
37099,0.066,0.001,0,0.000,0.035,0.412,38.9 
37101,0.093,0.001,1,0.001,0.052,0.330,48.0 
37103,0.046,0.002,0,0.000,0.015,0.402,50.2 
37105,0.047,0.001,0,0.000,0.029,0.417,47.3 
37107,0.040,0.002,0,0.000,0.025,0.471,49.2 
37109,0.056,0.001,1,0.001,0.066,0.247,44.7 
37111,0.039,0.001,0,0.000,0.064,0.235,42.5 
37113,0.105,0.000,0,0.000,0.028,0.275,40.3 
37115,0.045,0.001,1,0.001,0.026,0.348,40.6 
37117,0.042,0.001,0,0.000,0.014,0.489,48.4 
37119,0.096,0.001,1,0.001,0.044,0.623,46.5 
37121,0.045,0.001,1,0.001,0.030,0.197,37.5 
37123,0.044,0.003,0,0.000,0.035,0.360,47.5 
37125,0.076,0.001,0,0.000,0.045,0.335,47.8 
37127,0.097,0.002,0,0.000,0.055,0.487,46.3 
37129,0.065,0.001,1,0.001,0.053,0.456,51.6 
37131,0.060,0.001,0,0.000,0.040,0.624,45.5 
37133,0.044,0.001,0,0.000,0.086,0.307,51.0 
37135,0.058,0.001,1,0.001,0.034,0.728,44.6 
37137,0.046,0.001,0,0.000,0.025,0.356,51.4 
37139,0.051,0.002,1,0.002,0.024,0.495,48.4 
37141,0.082,0.001,1,0.001,0.020,0.335,50.6 
37143,0.030,0.000,0,0.000,0.034,0.346,48.3 
37145,0.053,0.001,1,0.001,0.041,0.399,42.8 
37147,0.086,0.000,0,0.000,0.049,0.519,48.7 
37149,0.056,0.001,0,0.000,0.035,0.342,44.3 
37151,0.103,0.001,1,0.001,0.072,0.204,45.1 
37153,0.042,0.002,0,0.000,0.031,0.440,48.6 
37155,0.060,0.001,0,0.000,0.025,0.465,50.1 
37157,0.119,0.001,1,0.001,0.067,0.337,43.4 
37159,0.139,0.002,1,0.002,0.030,0.301,45.2 
37161,0.069,0.003,0,0.000,0.046,0.248,44.4 
37163,0.031,0.001,1,0.001,0.043,0.407,49.0 
37165,0.031,0.002,0,0.000,0.018,0.525,49.3 
37167,0.050,0.002,0,0.000,0.051,0.237,47.1 
37169,0.038,0.001,1,0.001,0.040,0.207,42.9 
37171,0.042,0.002,0,0.000,0.034,0.233,42.0 
37173,0.050,0.001,0,0.000,0.035,0.359,38.1 
37175,0.048,0.001,0,0.000,0.050,0.367,40.4 
37177,0.044,0.001,0,0.000,0.010,0.414,50.0 
37179,0.062,0.001,1,0.001,0.048,0.325,47.0 
37181,0.056,0.002,0,0.000,0.038,0.612,44.2 
37183,0.069,0.000,1,0.000,0.036,0.574,46.7 
37185,0.033,0.001,0,0.000,0.035,0.652,44.7 
37187,0.044,0.002,0,0.000,0.013,0.569,49.5 
37189,0.101,0.000,1,0.000,0.062,0.472,37.2 
37191,0.094,0.002,0,0.000,0.025,0.429,48.6 
37193,0.051,0.001,0,0.000,0.038,0.212,42.6 
37195,0.041,0.002,0,0.000,0.033,0.516,47.5 
37197,0.037,0.001,1,0.001,0.036,0.179,43.2 
37199,0.059,0.001,0,0.000,0.038,0.321,37.4 
38001,0.045,0.001,0,0.000,0.022,0.177,19.1 
38003,-0.017,0.003,0,0.000,0.023,0.299,11.3 
38005,-0.004,0.003,0,0.000,0.069,0.419,10.4 
38015,0.048,0.002,0,0.000,0.022,0.227,13.1 
38017,0.028,0.001,0,0.000,0.012,0.388,10.9 
38029,0.065,0.004,0,0.000,-0.002,0.109,13.4 
38035,-0.017,0.001,0,0.000,0.015,0.357,10.0 
38049,0.069,0.004,0,0.000,-0.013,0.174,11.8 
38053,0.019,0.001,0,0.000,0.070,0.149,15.8 
38055,-0.016,0.003,0,0.000,0.036,0.203,13.7 
38057,-0.015,0.001,0,0.000,0.013,0.133,14.8 
38059,-0.010,0.003,0,0.000,0.032,0.195,14.9 
38067,-0.022,0.002,0,0.000,0.022,0.216,9.5 
38071,0.044,0.003,0,0.000,0.044,0.284,9.1 
38077,0.014,0.001,0,0.000,0.042,0.272,12.5 
38079,-0.060,0.002,0,0.000,-0.025,0.559,9.3 
38089,0.006,0.002,0,0.000,0.018,0.142,17.0 
38093,-0.027,0.004,0,0.000,0.039,0.246,12.0 
38097,-0.011,0.002,0,0.000,0.045,0.316,10.1 
38099,-0.023,0.002,0,0.000,0.011,0.252,9.5 
38101,-0.017,0.003,0,0.000,0.030,0.212,12.8 
38105,0.011,0.001,0,0.000,0.062,0.135,13.3 
39001,0.065,0.001,0,0.000,0.045,0.205,37.8 
39003,0.090,0.002,0,0.000,0.043,0.290,33.5 
39005,0.052,0.002,0,0.000,0.059,0.233,34.3 
39007,0.045,0.001,0,0.000,0.062,0.381,32.7 
39009,0.043,0.000,0,0.000,0.047,0.556,37.4 
39011,0.052,0.002,0,0.000,0.060,0.168,33.3 
39013,0.061,0.001,0,0.000,0.065,0.282,34.4 
39015,0.071,0.001,1,0.001,0.059,0.222,37.2 
39017,0.116,0.001,1,0.001,0.045,0.337,36.0 
39019,0.037,0.001,1,0.001,0.053,0.241,34.4 
39021,0.048,0.001,0,0.000,0.056,0.254,33.6 
39023,0.099,0.002,0,0.000,0.043,0.380,34.8 
39025,0.084,0.001,1,0.001,0.048,0.270,37.5 
39027,0.065,0.001,0,0.000,0.070,0.218,35.9 
39029,0.064,0.002,0,0.000,0.053,0.269,33.4 
39031,0.045,0.001,0,0.000,0.062,0.258,34.6 
39033,0.025,0.002,0,0.000,0.041,0.240,33.7 
